artists,track_name,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Ocote Soul Sounds,Agua Santa,16,247320,0.718,0.872,-5.572,0.0486,0.397,0.531,0.111,0.949,164.013,4
Voilaaa,Manu écoute ça...,17,270193,0.851,0.776,-6.162,0.0737,0.29,0.027,0.0371,0.907,118.019,4
The Sugarman 3,Sugar's Boogaloo,18,187933,0.62,0.559,-7.15,0.0311,0.661,0.577,0.0661,0.625,127.721,5
The Poets Of Rhythm,Guiding Resolution,17,214706,0.639,0.638,-8.087,0.0434,0.228,0.807,0.0931,0.936,101.687,4
Voilaaa,Jungle Fire,17,378020,0.81,0.612,-11.387,0.0571,0.156,0.925,0.22,0.598,116.803,4
The Mighty Imperials;Joseph Henry,"Soul Buster, Pt. 1",17,219760,0.601,0.968,-8.814,0.0426,0.0643,0.597,0.285,0.88,105.657,4
Romperayo,El Busetero Buscapleitos,17,260580,0.434,0.87,-7.957,0.0354,0.0146,0.78,0.225,0.898,124.228,4
El Michels Affair,Ocho Rios,18,155306,0.775,0.688,-7.105,0.0471,0.0791,0.847,0.129,0.529,94.62,4
Criolo,Mariô (Instrumental),16,218600,0.724,0.585,-6.768,0.0919,0.00692,0.8,0.1,0.516,89.933,4
Jackie Mittoo,Drum Ting,19,259917,0.735,0.637,-9.044,0.15,0.715,0.915,0.179,0.964,83.352,4
Jor'dan Armstrong,Friends,18,202277,0.742,0.668,-3.871,0.0313,0.0152,0,0.156,0.806,97.009,4
El Hijo De La Cumbia,Cumbia Regional,17,209711,0.576,0.887,-2.424,0.0325,0.00013,0.0642,0.165,0.592,109.957,4
Lack Of Afro;Emma Noble,Fires Glow,19,242940,0.633,0.681,-10.054,0.0343,0.38,0.016,0.665,0.622,110.004,4
Los Amigos Invisibles,Pipi,20,133920,0.631,0.609,-8.221,0.0656,0.000932,0.61,0.157,0.702,174.968,4
Juanafé;La Flor del Recuerdo,Mi Último Fracaso,18,265086,0.457,0.332,-10.365,0.0356,0.791,8.22E-06,0.102,0.305,164.096,3
Los Amigos Invisibles,Masturbation Session,20,293386,0.843,0.822,-6.455,0.0865,0.0221,0.0158,0.182,0.86,117.971,4
The New Mastersounds,Burnt Back,19,224095,0.537,0.903,-6.951,0.0503,0.452,0.852,0.126,0.843,111.801,4
BaianaSystem,Frevofoguete,18,206066,0.482,0.714,-8.796,0.0532,0.0127,0.903,0.107,0.656,155.103,4
Zé Bigode Orquestra;Guinu,Alfazema Y Guiné (feat. Guinu),17,118388,0.875,0.761,-5.556,0.0576,0.162,0,0.256,0.912,129.911,4
BaianaSystem;Thiago França,Reza Frevo,18,96766,0.451,0.983,-7.436,0.347,0.0909,0.982,0.107,0.378,161.108,4
Los Amigos Invisibles,Yo No Se,20,132284,0.56,0.822,-9.234,0.032,0.256,0.712,0.561,0.962,131.774,4
Calle 13,Electro Movimiento,19,196986,0.803,0.86,-6.522,0.135,0.0782,4.45E-05,0.128,0.534,109.966,4
Newen Afrobeat,Come y Calla,17,540346,0.795,0.857,-7.772,0.0492,0.526,0.457,0.0968,0.845,97.01,4
Ebo Taylor;Uhuru-Yenzu,Love and Death,18,499733,0.804,0.92,-7.478,0.0563,0.158,0.0797,0.0743,0.811,108.979,4
Plastilina Mosh,Tiki Fiesta,19,187173,0.768,0.688,-9.079,0.0431,0.103,0.73,0.113,0.4,125.112,4
Metá Metá,Man Feriman,18,460120,0.475,0.76,-6.128,0.0405,0.276,0.000137,0.367,0.359,109.977,4
Plastilina Mosh,Te Lo Juro Por Madonna (Si Omba Ta Gueno),19,181026,0.517,0.966,-5.724,0.0568,0.000439,0.0864,0.123,0.711,98.14,4
Los Amigos Invisibles,Mango Cool,19,174293,0.527,0.883,-6.799,0.0316,0.0204,0.755,0.0913,0.828,155.135,4
Kutiman,Mix Tel Aviv,36,277438,0.751,0.688,-8.023,0.0436,0.102,0.84,0.0799,0.403,120.96,4
Akalé Wubé,Mata,44,230853,0.569,0.496,-11.423,0.0674,0.393,0.924,0.11,0.808,82.822,4
TB1,Thank You,39,235826,0.775,0.808,-2.038,0.0465,0.113,0,0.0628,0.912,115.011,4
Louis Pascal,Life of Grace,34,205973,0.59,0.491,-9.304,0.233,0.0128,4.71E-05,0.143,0.253,193.616,4
Jungle Fire,Comencemos (Let's Start),44,152600,0.666,0.903,-6.462,0.0456,0.23,0.616,0.151,0.913,111.84,4
Oneness Of Juju,Breezin',17,329333,0.616,0.476,-11.388,0.0536,0.687,0.599,0.0991,0.862,80.318,4
Becca Folkes,He Turned It,17,243408,0.663,0.872,-5.162,0.0692,0.0221,8.37E-05,0.0806,0.585,97,4
Greyboy,Omega,19,64693,0.755,0.876,-8.079,0.0729,0.014,0.826,0.0641,0.894,108.383,4
Ikebe Shakedown,Rio Grande,46,230986,0.445,0.605,-7.509,0.0304,0.25,0.76,0.321,0.692,162.588,4
The Shaolin Afronauts,"Abyssinian Suite, Pt. 4",41,292228,0.526,0.762,-12.783,0.0401,0.0183,0.511,0.0664,0.867,110.086,4
TJ Cream;Ozoro,Haven`t You Heard?,17,189048,0.865,0.443,-11.879,0.414,0.148,0,0.0609,0.738,160.001,4
Jaron Nurse,Uncommon Girl,17,144065,0.908,0.631,-9.078,0.0543,0.128,0.000897,0.165,0.819,110.048,4
Maga Bo;Mestre Camaleão,É da Nossa Cor,17,195386,0.668,0.873,-3.887,0.0558,0.422,0,0.355,0.771,116.968,4
Victor Rice,The Demander,18,138817,0.678,0.785,-8.721,0.044,0.00941,0.811,0.17,0.995,141.557,4
Sharyn,Burn Brighter / Like I do,17,204661,0.855,0.662,-7.488,0.0618,0.33,0.00172,0.573,0.487,113.003,4
Jlyricz,Searching,16,190714,0.552,0.424,-6.649,0.0722,0.604,0,0.0849,0.596,204.128,3
Speedometer,Funky Amigo,17,203414,0.862,0.673,-9.92,0.0492,0.0568,0.796,0.0737,0.823,113.427,4
Jungle Fire,Culebro,16,234333,0.581,0.871,-7.66,0.042,0.00707,0.713,0.0724,0.91,118.497,4
Monomono,Give The Beggar A Chance,16,357266,0.548,0.721,-8.986,0.0386,0.503,0.00013,0.468,0.947,163.452,3
Eddie Neblett,100% Worship,17,216893,0.718,0.73,-11.053,0.512,0.447,0,0.0711,0.932,120.145,4
Tony Allen With Africa 70,Jealousy,17,683893,0.866,0.636,-12.801,0.134,0.222,0.558,0.131,0.859,99.615,4
Hugh Masekela,Been Such A Long Time Gone,18,239426,0.538,0.663,-9.609,0.0364,0.236,0.00175,0.084,0.699,106.814,4
Girma Bèyènè;Akalé Wubé,Bèmèlkesh Aydèlèm,18,568506,0.76,0.626,-12.927,0.0789,0.562,0.221,0.0804,0.857,99.991,4
Ikebe Shakedown,Sakonsa,16,152040,0.603,0.984,-6.256,0.0377,0.174,0.851,0.131,0.922,131.249,4
Jungle Fire,Village Hustle,16,240400,0.785,0.874,-8.122,0.0485,0.0782,0.816,0.0728,0.962,120.102,4
Niña Dioz;Shigeto,Nubes (feat. Shigeto),19,184991,0.891,0.855,-3.991,0.0922,0.0234,0.0215,0.0799,0.527,115,4
Ikebe Shakedown,The Viking,16,273280,0.732,0.967,-6.559,0.0514,0.332,0.882,0.0555,0.755,110.103,4
Tony Allen,Ewa,17,251146,0.692,0.884,-8.655,0.0632,0.0317,0.885,0.087,0.19,112.976,4
Geraldo Pino;The Heartbeats,Black Woman Experience - Mixed,17,170493,0.719,0.736,-12.658,0.0506,0.447,0.933,0.121,0.372,123.326,4
BaianaSystem;Bule Bule,Vixe,18,66866,0.535,0.636,-6.285,0.044,0.877,0.000381,0.227,0.526,111.069,4
Tony Allen;Ty,Woman To Man,17,287560,0.898,0.801,-7.586,0.0845,0.0105,0.000312,0.125,0.724,115.028,4
Mulatu Astatke,Hager Fiker,17,368546,0.677,0.684,-12.91,0.0504,0.953,0.884,0.0885,0.948,92.185,4
Tony Allen,Ise Nla,18,319533,0.774,0.907,-9.914,0.04,0.304,0.064,0.136,0.962,110,4
El Rego;Kill Emil,E Nan Mian Nuku,17,235102,0.753,0.877,-7.837,0.0434,0.00721,0.247,0.0695,0.866,97.985,4
Tony Allen,Tiger's Skip,17,231640,0.727,0.481,-10.002,0.0554,0.0266,0.821,0.094,0.451,147.327,4
BaianaSystem;Buguinha Dub;Antonio Carlos & Jocafi;Orquestra Afrosinfônica,Água (Adubada),18,206848,0.486,0.586,-8.539,0.032,0.638,0.59,0.966,0.393,96.954,4
William Onyeabor,When The Going Is Smooth & Good,17,773800,0.826,0.629,-6.158,0.0486,0.357,0.38,0.0967,0.54,128.164,4
The Budos Band,Smoke Gets In...,18,222906,0.513,0.347,-13.798,0.0293,0.000155,0.894,0.0895,0.279,107.468,4
Orchestra Baobab,Clementine Jam,18,300413,0.545,0.664,-8.202,0.0508,0.0655,0.0642,0.113,0.333,96.602,4
Los Amigos Invisibles,Que Rico,20,146076,0.556,0.75,-8.921,0.043,0.276,0.0793,0.455,0.715,130.915,4
Bixiga 70,Balboa Dub,17,264973,0.644,0.831,-8.835,0.0343,0.221,0.895,0.127,0.759,126.061,4
Samuca e a Selva,Vermelhos de Ciclos,16,242000,0.753,0.728,-6.071,0.0563,0.0159,0.0652,0.107,0.59,144.003,3
Los Amigos Invisibles,Como Sabes Tú,19,219226,0.5,0.926,-5.52,0.0398,0.000692,0.722,0.157,0.732,74.973,4
Jorge Drexler,Tatuaje,18,301413,0.532,0.571,-7.792,0.0282,0.6,0.0955,0.341,0.215,79.529,4
Samuca e a Selva,Amor de Índio,17,275149,0.57,0.386,-13.635,0.121,0.646,8.95E-05,0.18,0.316,150.141,3
Hugh Masekela,Marketplace,18,331040,0.696,0.249,-17.176,0.0559,0.678,1.56E-05,0.472,0.558,92.286,4
Hugh Masekela,Chileshe,17,378893,0.656,0.85,-3.685,0.0317,0.415,0.000192,0.207,0.443,88.955,4
Mulatu Astatke;The Heliocentrics,Chinese New Year,17,226400,0.57,0.698,-10.008,0.0348,0.224,0.857,0.153,0.715,116.416,5
Antibalas,Talkatif,16,576133,0.695,0.942,-6.379,0.0774,0.206,0.301,0.298,0.851,136.029,4
Plastilina Mosh,Savage Sucker Boy Featuring Pocahontas Freaky Groove,19,212893,0.324,0.826,-8.127,0.144,0.00703,7.85E-06,0.682,0.588,128.375,4
Lara George,Dansaki,39,324572,0.701,0.94,-2.963,0.0497,0.0619,0.0288,0.0962,0.945,139.497,3
The Dynamics,Move on Up,48,292571,0.845,0.769,-7.838,0.036,0.146,0.355,0.0917,0.969,145.985,4
El Michels Affair,Ala Vida,42,232357,0.647,0.386,-10.388,0.0571,0.67,0.906,0.146,0.491,80.833,4
Jorge Drexler,La edad del cielo,56,219493,0.668,0.261,-13.003,0.0405,0.588,0.000391,0.116,0.282,147.446,4
Nomo,Discontinued,16,482786,0.394,0.73,-8.74,0.0679,0.0437,0.854,0.179,0.795,85.866,4
The Budos Band,T.I.B.W.F.,52,160600,0.674,0.607,-7.76,0.057,0.0124,0.87,0.147,0.712,77.845,4
A Mose,Faraway,16,171702,0.701,0.739,-5.209,0.0585,0.0855,0.00369,0.0887,0.247,100.981,4
Girma Bèyènè;Akalé Wubé,Enkèn Yèlélèbesh,45,238440,0.74,0.492,-8.72,0.0366,0.589,0.000796,0.119,0.893,128.648,4
Buyepongo,Cantarito,17,324986,0.571,0.783,-7.893,0.0561,0.317,0.579,0.131,0.866,121.39,4
J Prince,Must Reach,17,184800,0.808,0.778,-4.791,0.0807,0.198,0,0.101,0.613,100.009,4
Calle 13,El Avión Se Cae,19,257693,0.759,0.78,-8.007,0.0385,0.0024,0.0506,0.321,0.51,125.05,4
Assagai,Telephone Girl,17,214533,0.604,0.52,-12.658,0.08,0.0758,7.95E-05,0.089,0.966,102.502,4
Bacao Rhythm & Steel Band,Represent,17,199398,0.717,0.513,-7.916,0.0337,0.00956,0.813,0.112,0.79,92.968,4
Morbo y Mambo,Chori 95,17,251453,0.472,0.821,-6.471,0.0415,0.000143,0.792,0.121,0.519,95.93,4
J Prince,Blood,17,216442,0.85,0.902,-5.441,0.257,0.13,1.73E-05,0.0867,0.836,127.968,4
Bacao Rhythm & Steel Band,Tender Trap,17,213631,0.69,0.707,-3.826,0.0986,0.16,0.773,0.0373,0.746,94.275,4
Lack Of Afro,The Outsider,49,227346,0.681,0.838,-6.538,0.0797,0.0874,0.49,0.348,0.456,112.608,4
Voilaaa;Rama Traore,Tu Mens Devant Moi,17,247255,0.817,0.601,-11.881,0.0424,0.0685,0.00666,0.0719,0.847,129.971,4
Orgone,Sweet Feet,18,229633,0.766,0.722,-7.949,0.0549,0.0335,1.01E-05,0.0791,0.842,122.369,4
Voilaaa;Lass;JKriv,Ku La Foon - JKriv Remix,16,398280,0.811,0.598,-11.6,0.0634,0.0561,0.268,0.0476,0.86,119.998,4
The Funkees,Akula Owu Onyeara,39,448914,0.701,0.702,-10.323,0.122,0.525,0.0486,0.235,0.885,110.721,4
Los Pirañas,Puerta del sol,16,270090,0.573,0.856,-7.321,0.0392,0.0736,0.79,0.0889,0.929,103.748,4
Ebo Taylor;Pat Thomas;Henrik Schwarz,Eye Nyam Nam 'A' Mensuro - Henrik Schwarz Blend,49,563866,0.761,0.626,-12.634,0.0421,0.0172,0.634,0.0879,0.715,124.024,4
Voilaaa;Pat Kalla,Faut Pas Dire Des Choses Comme Ça,16,275162,0.738,0.717,-13.001,0.391,0.473,1.39E-05,0.21,0.936,134.668,4
Buena Onda Reggae Club,Song for Rollins,16,219346,0.841,0.577,-7.544,0.0438,0.238,0.86,0.0571,0.843,90.522,4
Timoneki,Donde Vas,16,271457,0.564,0.62,-7.976,0.0399,0.0443,0.0133,0.0798,0.487,180.008,4
The Daktaris,Upside Down,16,254920,0.66,0.807,-8.557,0.0531,0.103,0.662,0.0688,0.754,113.893,4
Brownout;Brown Sabbath;Alex Maas,Hand of Doom,17,463991,0.379,0.543,-8.478,0.0445,0.0418,0.000456,0.109,0.377,146.446,4
Nomade Orquestra;Edgar,Constante Mesmice,16,307493,0.743,0.643,-6.578,0.0434,0.0462,0.0775,0.0694,0.591,128.029,4
Eddie Neblett,Stepping Out,17,256391,0.75,0.705,-9.782,0.101,0.198,1.13E-06,0.0862,0.815,119.898,4
Vaudou Game,Tata fatiguée,17,223350,0.76,0.667,-6.134,0.0536,0.306,0.000189,0.089,0.946,109.774,4
La Misa Negra,Vení Pa’ Ca,16,219466,0.646,0.486,-6.628,0.0539,0.00135,0.000892,0.68,0.931,160.104,4
Lack Of Afro,Beautiful Here,17,232546,0.833,0.675,-9.076,0.0413,0.0493,0.822,0.1,0.442,110.865,4
Plastilina Mosh,Nordic Laser,17,141333,0.364,0.977,-4.196,0.0649,0.000498,0.896,0.12,0.293,147.087,4
Lack Of Afro;Camila Recchio;Wax,You Could Do Better,18,159975,0.701,0.704,-5.541,0.0335,0.115,8.85E-06,0.0402,0.71,96.067,4
Calle 13,Cabe-c-o,19,213253,0.733,0.732,-5.761,0.277,0.447,0,0.122,0.777,91.928,4
Manu Dibango,Soul Saxes Meeting,17,178428,0.636,0.826,-7.486,0.0585,0.461,0.271,0.141,0.731,102.809,4
Jor'dan Armstrong;DIXSON,No Way (feat. Darius Scott),18,314315,0.481,0.596,-8.075,0.0431,0.0864,0,0.377,0.348,99.96,4
Ebo Taylor,Mind Your Own Business,18,313866,0.622,0.907,-9.021,0.047,0.0381,0.0902,0.0819,0.825,125.77,4
Lafayette Afro Rock Band,I Love Music - Remastered,17,430986,0.512,0.851,-6.583,0.0301,0.000473,0.922,0.056,0.73,132.212,4
The Poets Of Rhythm,It Came Over Me,17,208933,0.438,0.393,-8.877,0.0276,0.41,5.59E-05,0.312,0.533,60.587,4
Jorge Drexler,Radar,18,247586,0.575,0.771,-5.977,0.0395,0.199,0.00019,0.0882,0.696,77.394,4
Jor'dan Armstrong,Reverse Effect,17,306372,0.704,0.486,-7.189,0.193,0.36,0,0.0915,0.415,139.957,4
Mulatu Astatke,I Faram Gami I Faram - taken from Mulatu Steps Ahead,17,333400,0.538,0.593,-7.798,0.0388,0.871,0.878,0.0596,0.741,86.564,4
Orgone,It's What You Do,17,374853,0.746,0.811,-9.713,0.035,0.157,0.814,0.0703,0.914,109.133,4
Samuca e a Selva,Sincronia,16,212683,0.791,0.546,-8.81,0.0436,0.034,0.0211,0.0464,0.843,100.064,4
Mulatu Astatke;The Heliocentrics,Live From Tigre Lounge,17,174053,0.656,0.809,-8.175,0.073,0.000881,0.886,0.105,0.872,132.404,4
Jorge Drexler,Bienvenida,18,297973,0.789,0.532,-8.555,0.0459,0.54,0.159,0.107,0.904,112.732,4
Jorge Drexler,No te creas,17,231893,0.623,0.803,-5.523,0.0327,0.438,4.58E-05,0.165,0.645,126.61,4
Los Amigos Invisibles,Quiero Desintegrar a Tu Novio,19,206400,0.778,0.739,-5.56,0.0628,0.294,0.000187,0.218,0.923,107.967,4
Ali Farka Touré;Toumani Diabaté,Kana Kassy,8,250013,0.583,0.44,-8.75,0.0313,0.803,0.813,0.105,0.594,101.799,4
Bola Johnson,Lagos Sisi,44,203040,0.718,0.626,-9.049,0.0604,0.147,0.00207,0.0994,0.662,107.288,4
Fela Kuti;Afrika 70,Expensive Shit,36,793200,0.612,0.876,-7.668,0.11,0.22,0.399,0.0863,0.677,123.866,4
Azarel;Leor,Who Am I (Psalm 8:4),16,182608,0.733,0.342,-15.834,0.284,0.102,0.00699,0.146,0.484,184.058,4
The Bamboos;Washington,The Wilhelm Scream,47,268040,0.565,0.621,-5.62,0.0264,0.00773,0.0324,0.257,0.403,150.036,4
Edem Evangelist,Knocking on Your Door,16,194403,0.696,0.769,-4.457,0.0433,0.553,0.16,0.325,0.896,98.031,4
Nkumba System;Mamani Keïta,Paisano,16,238201,0.66,0.717,-10.441,0.0559,0.407,4.44E-05,0.0536,0.964,165.259,3
Menahan Street Band,Home Again,52,202240,0.587,0.732,-8.097,0.0317,0.055,0.924,0.247,0.747,96.848,4
Chico Mann;Captain Planet,Ariwoko,16,249451,0.72,0.837,-5.98,0.0504,0.168,0.0629,0.124,0.922,81.997,4
Rehmahz;Oba Reengy,Manasseh,16,151354,0.631,0.602,-10.398,0.0451,0.486,0.177,0.601,0.25,102.08,4
Tony Allen;Damon Albarn;Ty,Every Season,46,247306,0.751,0.735,-6.358,0.0775,0.0626,3.05E-05,0.052,0.721,163.852,4
Jlyricz,Enjoyment,15,181900,0.803,0.41,-7.662,0.0886,0.252,9.94E-05,0.122,0.678,90.006,4
Jungle Fire,Quémalo,16,220986,0.574,0.893,-6.784,0.0668,0.077,0.895,0.192,0.504,95.437,4
Becca Folkes,Grateful,16,252029,0.74,0.835,-5.857,0.0518,0.00098,0.0789,0.0616,0.862,119.975,4
Timoneki,Alma,17,259353,0.522,0.62,-8.016,0.0649,0.0564,2.47E-05,0.217,0.19,139.837,4
cacique'97,Jorge de Capadócia,16,355946,0.78,0.818,-8.631,0.0511,0.19,0.00634,0.174,0.934,114.989,4
Jaron Nurse,Keep It Clean,16,225071,0.56,0.644,-5.826,0.131,0.515,0,0.116,0.875,82.505,4
Vaudou Game,Locataire,16,223480,0.743,0.872,-9.258,0.0438,0.195,0.834,0.112,0.89,118.904,4
Grupo Fantasma,Gimme Some,16,297346,0.736,0.976,-6.19,0.0487,0.261,0.531,0.596,0.95,128.019,4
Joshua Ali,Blanket,18,213804,0.851,0.865,-5.779,0.138,0.232,0,0.182,0.957,99.972,4
Mandrill,Happy Beat,17,318160,0.767,0.823,-7.006,0.0764,0.138,0.000522,0.123,0.812,107.857,4
Grupo Fantasma,El Sabio Soy Yo,16,235760,0.675,0.731,-6.186,0.0368,0.247,6.17E-06,0.571,0.897,95.1,4
São Paulo Ska Jazz;Zem Audu,Skaramouche,17,201560,0.692,0.917,-5.15,0.124,0.0379,0.82,0.134,0.394,101.821,4
Dele Ojo,Bouncing Bona,16,180320,0.711,0.776,-5.148,0.184,0.477,0.501,0.0593,0.842,116.388,4
Brownout;Brown Sabbath,Snowblind,17,375112,0.438,0.737,-6.648,0.0335,0.00038,0.00358,0.339,0.402,113.957,4
Buena Onda Reggae Club,Song for Rollins,16,219346,0.841,0.577,-7.544,0.0438,0.238,0.86,0.0571,0.843,90.522,4
The Polyversal Souls;Sir Frank Karikari,Odo Agye Gye Me,16,217652,0.813,0.693,-7.32,0.281,0.162,2.61E-05,0.168,0.854,114.206,4
The Mauskovic Dance Band,Analog Fruit,17,193900,0.605,0.749,-9.748,0.0432,0.419,0.0712,0.2,0.964,143.065,4
Höröyá,Mansa Fela,15,344410,0.746,0.881,-6.687,0.135,0.0335,0.694,0.329,0.586,130.988,4
Ikebe Shakedown,Not Another Drop (Reprise),16,82400,0.729,0.752,-12.385,0.0409,0.00632,0.884,0.0594,0.939,105.512,4
Africania,Cachoeira,16,348066,0.698,0.707,-10.331,0.0551,0.516,0.733,0.316,0.636,99.009,4
Orquestra Voadora,Expensive Shit,17,327066,0.833,0.727,-7.346,0.0806,0.324,0.667,0.0575,0.657,123.028,4
Tony Allen,African Man,17,303133,0.692,0.98,-4.335,0.0776,0.106,0.795,0.285,0.686,114.956,4
A Mose;Marizu,Follow me,17,201069,0.506,0.621,-9.928,0.0623,0.326,0.000928,0.0977,0.761,97.109,4
Criolo,Freguês da Meia Noite (Instrumental),15,251346,0.538,0.379,-10.031,0.035,0.222,0.774,0.111,0.533,175.949,4
Tony Allen;T$unami811,Très magnifique,17,203120,0.725,0.875,-7.267,0.276,0.0513,0.227,0.0923,0.725,155.057,4
Juanafé;Los Celestinos,Fiesta,17,220781,0.586,0.754,-8.357,0.108,0.284,0,0.951,0.814,156.831,3
The Bamboos;Kylie Auldist,What I Know,17,247693,0.747,0.77,-5.169,0.0525,0.029,5.96E-05,0.149,0.86,97.99,4
Plastilina Mosh,Graceland,18,217333,0.627,0.856,-8.674,0.0326,0.0203,0.911,0.872,0.777,96.963,4
Orchestra Baobab,Cabral,17,507053,0.657,0.419,-5.986,0.0595,0.139,0.139,0.0767,0.602,166.588,3
Jorge Drexler,Veneno,17,203733,0.535,0.344,-10.61,0.0337,0.816,0.000192,0.34,0.275,152.381,4
Plastilina Mosh,Millionaire,19,210746,0.815,0.757,-7.126,0.122,0.0776,0.251,0.0626,0.891,93.571,4
Wganda Kenya,Yoro,17,224426,0.797,0.69,-7.565,0.0511,0.0805,0.00972,0.0613,0.705,114.097,4
Jackie Mittoo,Drum Song,18,264133,0.694,0.412,-12.59,0.0371,0.166,0.818,0.0835,0.623,95.805,4
Ondatrópica,Ska Fuentes,17,261950,0.685,0.811,-5.319,0.0422,0.674,0.919,0.122,0.953,122.915,4
Jackie Mittoo,Hot Tamale,18,143773,0.684,0.399,-8.089,0.117,0.233,0.52,0.047,0.754,92.906,4
Orquestra Brasileira de Música Jamaicana,Tico-Tico no Fubá,17,246893,0.832,0.724,-5.64,0.05,0.704,0.384,0.146,0.954,131.949,4
Los Amigos Invisibles,Voltaren's Dream,18,268600,0.698,0.765,-8.764,0.0303,0.0888,0.825,0.0906,0.332,100.012,4
Calle 13;Rubén Blades;La Chilinga,La Perla (feat. Rubén Blades & La Chilinga),18,416133,0.735,0.681,-7.757,0.316,0.673,0,0.0584,0.968,90.003,4
Wganda Kenya,El Caterete,17,254720,0.55,0.921,-6.961,0.0496,0.377,2.37E-05,0.312,0.76,117.833,4
Monophonics;Kelly Finnigan,It's Only Us,48,298973,0.477,0.615,-6.504,0.026,0.482,0.0308,0.644,0.472,86.472,4
Whitefield Brothers,Safari Strut,46,199572,0.677,0.862,-5.016,0.0536,0.416,0.859,0.0967,0.902,109.965,4
Monophonics,La La La Love Me,47,200600,0.546,0.54,-5.879,0.0288,0.0292,0,0.11,0.453,87.967,3
Gil Joe,Thanksgiving,17,173531,0.771,0.809,-5.36,0.048,0.214,0,0.0631,0.873,101.066,4
Monomono,Tire Loma Da Nigbehin,16,286480,0.598,0.576,-9.442,0.0551,0.767,0.00182,0.128,0.494,107.997,4
Kutiman;Elif Çağlar,Remotely Close: Silkyway,16,230998,0.755,0.612,-9.645,0.0405,0.0203,0.258,0.118,0.645,110.019,4
Greyboy;Bing Ji Ling,So Good,18,190786,0.808,0.364,-10.472,0.103,0.0363,0.000203,0.0656,0.692,87.07,4
Menahan Street Band;Saundra Williams,There's a New Day Coming,17,143120,0.382,0.507,-8.179,0.0323,0.787,0.0124,0.235,0.494,135.787,4
El Michels Affair,Blind Love,16,177173,0.584,0.629,-12.071,0.0429,0.0148,0.109,0.241,0.519,150.745,4
Jor'dan Armstrong,IN,17,168209,0.664,0.622,-5.619,0.0475,0.249,0,0.115,0.282,79.972,4
J Prince,Good oh,16,225388,0.83,0.842,-4.391,0.139,0.136,0.00397,0.0614,0.768,118.023,4
Marizu,I Am,16,184800,0.631,0.764,-4.298,0.0364,0.818,0,0.203,0.764,100.056,4
El Rego,Djobime,15,155786,0.532,0.56,-8.493,0.177,0.0098,0.02,0.101,0.827,142.651,4
Bacao Rhythm & Steel Band,Look Out Baby (Here I Come) (Bonus Track),16,142353,0.64,0.984,-7.348,0.0556,0.123,0.705,0.107,0.775,113.508,4
The Daktaris,Voodoo Soul Stew,16,267360,0.822,0.68,-6.997,0.211,0.441,0.0513,0.0645,0.965,100.244,4
Ikebe Shakedown,The Ally,16,189240,0.641,0.57,-8.242,0.0285,0.0997,0.911,0.0721,0.81,107.927,4
The Souljazz Orchestra,Agbara,16,301986,0.683,0.923,-6.454,0.0491,0.204,0.834,0.334,0.892,120.004,4
Lafayette Afro Rock Band,Baba Hya - Remastered,16,329365,0.436,0.915,-5.147,0.151,0.405,0.88,0.0748,0.776,88.39,4
The Sorcerers,Beneath the City of the Monkey God,16,244440,0.63,0.198,-8.782,0.0338,0.397,0.852,0.0894,0.342,60.402,4
Lack Of Afro;Elliott Cole,Back to the Day,18,189296,0.712,0.604,-7.726,0.0854,0.375,0,0.0534,0.874,97.938,4
Lack Of Afro;Herbal T,One World,17,235974,0.677,0.746,-10.734,0.127,0.171,9.93E-06,0.101,0.71,97.075,4
Bacao Rhythm & Steel Band,Getting Nasty,16,177952,0.622,0.551,-8.458,0.0388,0.135,0.814,0.0804,0.661,95.124,4
Niña Dioz;Ceci Bastida;Lido Pimienta,Tambalea (feat. Lido Pimienta & Ceci Bastida),19,241966,0.791,0.575,-5.222,0.0877,0.171,0,0.101,0.661,135.958,4
Gilles Peterson's Havana Cultura Band,Me Queda Voz,16,206040,0.77,0.799,-5.728,0.168,0.0628,0,0.0733,0.689,86.964,4
Manu Dibango,Tropical Garden,16,502693,0.615,0.397,-17.526,0.0859,0.301,0.886,0.0277,0.916,169,4
Vaudou Game,Chérie Nye,16,270173,0.748,0.808,-6.1,0.0311,0.501,0.364,0.0848,0.974,142.363,4
Manu Dibango,Ba-Kuba,16,233002,0.535,0.658,-8.559,0.0316,0.235,0.806,0.248,0.911,107.382,4
La Misa Negra,Me Voy Pa’ Porce,16,246226,0.605,0.732,-6.681,0.0737,0.0186,1.65E-06,0.051,0.793,178.022,4
Vaudou Game,Elle décide,16,222493,0.772,0.857,-6.858,0.0389,0.462,0.0102,0.076,0.977,111.367,4
Speedometer;Ria Currie,You've Made Me So Very Happy featuring Ria Currie,17,236013,0.678,0.71,-6.068,0.039,0.0262,2.53E-06,0.119,0.897,99.136,4
Fela Kuti,Shuffering and Shmiling,16,745386,0.825,0.837,-6.752,0.0989,0.315,0.00014,0.0604,0.495,123.02,4
William Onyeabor,Better Change Your Mind - Mixed,16,153306,0.803,0.67,-9.929,0.0738,0.123,0.00629,0.331,0.87,117.457,4
The Souljazz Orchestra,Tambour à deux peaux,16,238805,0.719,0.828,-7.509,0.0364,0.0935,0.152,0.149,0.96,104.036,4
